"scientific_name";"english";"french";"trait";"sex";"value";"unit";"ref_id";"ref_type";"ref_ref"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadBodyLen";"?";"244";"cm";"11";"wikipedia";"https://en.wikipedia.org/wiki/Kodiak_bear"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadBodyLen";"?";"300";"cm";"16";"website";"https://www.adfg.alaska.gov/index.cfm?adfg=brownbear.trivia"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"ShoulderHeight";"?";"133";"cm";"11";"wikipedia";"https://en.wikipedia.org/wiki/Kodiak_bear"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"ShoulderHeight";"?";"152";"cm";"16";"website";"https://www.adfg.alaska.gov/index.cfm?adfg=brownbear.trivia"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"Weight";"F";"250";"kg";"11";"wikipedia";"https://en.wikipedia.org/wiki/Kodiak_bear"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"Weight";"M";"450";"kg";"11";"wikipedia";"https://en.wikipedia.org/wiki/Kodiak_bear"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"Weight";"?";"407";"kg";"68";"website";"https://www.zooportraits.com/kodiak-bear-ursus-arctos-middendorffi/"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"FurThick";"?";"7";"NA";"0";"personal observation";NA
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"ChestLen";"M";"92.1";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"ChestLen";"M";"86.4";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadHei";"M";"57.2";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadHei";"M";"61.7";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadLat";"M";"62.6";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadLat";"M";"67.8";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"EarLen";"M";"15.2";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"EarLen";"M";"13.2";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"EyeDia";"M";"3.9";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"EyeDia";"M";"4.6";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"TruffleWid";"M";"12.1";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"TruffleWid";"M";"15.8";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"TruffleHei";"M";"11.4";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"TruffleHei";"M";"10.9";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"ChestHigh";"M";"89.8";"cm";"62";"photo";"Ursus_arctos_middendorffi_profile_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"ChestHigh";"M";"109.1";"cm";"63";"photo";"Ursus_arctos_middendorffi_profile_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"FrontLeg";"M";"131.7";"cm";"62";"photo";"Ursus_arctos_middendorffi_profile_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"FrontLeg";"M";"166.7";"cm";"63";"photo";"Ursus_arctos_middendorffi_profile_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HindLeg";"M";"125.1";"cm";"62";"photo";"Ursus_arctos_middendorffi_profile_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HindLeg";"M";"120.8";"cm";"63";"photo";"Ursus_arctos_middendorffi_profile_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadFron";"M";"60.8";"cm";"62";"photo";"Ursus_arctos_middendorffi_profile_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"HeadFron";"M";"75.9";"cm";"63";"photo";"Ursus_arctos_middendorffi_profile_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"SnoutLen";"M";"28.3";"cm";"62";"photo";"Ursus_arctos_middendorffi_profile_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"SnoutLen";"M";"32.6";"cm";"63";"photo";"Ursus_arctos_middendorffi_profile_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"SnoutHei";"M";"26.4";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"SnoutHei";"M";"31.2";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"SnoutWid";"M";"21.1";"cm";"60";"photo";"Ursus_arctos_middendorffi_front_1"
"Ursus arctos middendorffi";"Kodiak bear";"Ours kodiak";"SnoutWid";"M";"22.3";"cm";"61";"photo";"Ursus_arctos_middendorffi_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadBodyLen";"?";"160";"cm";"3";"wikipedia";"https://en.wikipedia.org/wiki/Bear"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadBodyLen";"?";"150";"cm";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadBodyLen";"?";"160";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"ShoulderHeight";"?";"85";"cm";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"Weight";"M";"150";"kg";"3";"wikipedia";"https://en.wikipedia.org/wiki/Bear"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"Weight";"F";"75";"kg";"3";"wikipedia";"https://en.wikipedia.org/wiki/Bear"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"Weight";"?";"100";"kg";"4";"scientific publication";"Kate E. Jones, Jon Bielby, Marcel Cardillo, Susanne A. Fritz, Justin O'Dell, C.  David L. Orme, Kamran Safi, Wes Sechrest, Elizabeth H. Boakes, Chris  Carbone, Christina Connolly, Michael J. Cutts, Janine K. Foster, Richard Grenyer, Michael Habib, Christopher A. Plaster, Samantha A. Price,  Elizabeth A. Rigby, Janna Rist, Amber Teacher, Olaf R. P.  Bininda-Emonds, John L. Gittleman, Georgina M. Mace, and Andy Purvis.  2009. PanTHERIA: a species-level database of life history, ecology, and  geography of extant and recently extinct mammals. Ecology 90:2648."
"Ursus thibetanus";"Asian black bear";"Ours a collier";"Weight";"F";"87";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"Weight";"M";"130";"kg";"5";"scientific publication";"Huber D., van Manen F.T. (2019) Bear Morphology. In: Vonk J., Shackelford T. (eds) Encyclopedia of Animal Cognition and Behavior. Springer, Cham"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"FurThick";"?";"5";"NA";"0";"personal observation";NA
"Ursus thibetanus";"Asian black bear";"Ours a collier";"ChestLen";"M";"43.2";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"ChestLen";"M";"38.4";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadHei";"M";"36.8";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadHei";"M";"31.8";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadLat";"M";"41";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadLat";"M";"37.8";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"EarLen";"M";"11.2";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"EarLen";"M";"8.8";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"EyeDia";"M";"1.7";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"EyeDia";"M";"1.8";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"TruffleWid";"M";"7.9";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"TruffleWid";"M";"6.4";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"TruffleHei";"M";"5.5";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"TruffleHei";"M";"4.5";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"ChestHigh";"M";"42.2";"cm";"65";"photo";"Ursus_thibetanus_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"ChestHigh";"M";"57.7";"cm";"66";"photo";"Ursus_thibetanus_profile_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"FrontLeg";"M";"66.1";"cm";"65";"photo";"Ursus_thibetanus_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"FrontLeg";"M";"87.4";"cm";"66";"photo";"Ursus_thibetanus_profile_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HindLeg";"M";"55.8";"cm";"65";"photo";"Ursus_thibetanus_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HindLeg";"M";"75.8";"cm";"66";"photo";"Ursus_thibetanus_profile_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadFron";"M";"28.6";"cm";"65";"photo";"Ursus_thibetanus_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"HeadFron";"M";"43.5";"cm";"66";"photo";"Ursus_thibetanus_profile_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"SnoutLen";"M";"12.1";"cm";"65";"photo";"Ursus_thibetanus_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"SnoutLen";"M";"17.6";"cm";"66";"photo";"Ursus_thibetanus_profile_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"SnoutHei";"M";"16.5";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"SnoutHei";"M";"12.2";"cm";"65";"photo";"Ursus_thibetanus_front_2"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"SnoutWid";"M";"11.9";"cm";"64";"photo";"Ursus_thibetanus_front_1"
"Ursus thibetanus";"Asian black bear";"Ours a collier";"SnoutWid";"M";"10.1";"cm";"65";"photo";"Ursus_thibetanus_front_2"
